"year","month","state","primary_mode","etiology","etiology_status","setting","illnesses","hospitalizations","deaths","food_contaminated_ingredient","ifsac_category","water_exposure","etiology_category","setting_category"
1971,2,"California","Water","Copper","Confirmed","Restaurant",2,0,0,,,"Drinking water","Chemical","Food Service"
1971,6,"Arkansas","Water","Hepatitis A","Confirmed","Store",98,0,0,,,"Drinking water","Viral","Other"
1971,6,"Missouri","Water","Unknown","Suspected","Subdivision/Neighborhood",2,0,0,,,"Drinking water","Unknown","Other"
1971,6,"Alabama","Water","Selenium","Confirmed","Unknown",3,0,0,,,"Drinking water","Chemical","Unknown"
1971,6,"Vermont","Water","Unknown","Suspected","Community/municipality",3,0,0,,,"Drinking water","Unknown","Other"
1971,6,"Oregon","Water","Unknown","Suspected","Restaurant",200,0,0,,,"Drinking water","Unknown","Food Service"
1971,7,"New Jersey","Water","Hepatitis A","Confirmed","Camp/cabin",22,0,0,,,"Drinking water","Viral","Event"
1971,7,"Mississippi","Water","Shigella sonnei","Confirmed","Camp/cabin",187,0,0,,,"Drinking water","Bacterial","Event"
1971,7,"Kentucky","Water","Unknown","Suspected","Park - State Park",68,0,0,,,"Drinking water","Unknown","Recreation"
1971,7,"California","Water","Unknown","Suspected","Community/municipality",0,0,0,,,"Drinking water","Unknown","Other"
1971,8,"New Jersey","Water","Shigella sonnei","Confirmed","Camp/cabin",67,0,0,,,"Drinking water","Bacterial","Event"
1971,8,"Oklahoma","Water","Hepatitis A","Confirmed","Unknown",6,0,0,,,"Drinking water","Viral","Unknown"
1971,8,"New Mexico","Water","Unknown","Suspected","Other",10,0,0,,,"Other/Environmental water","Unknown","Other"
1971,9,"North Carolina","Water","Hepatitis A","Confirmed","Private home/residence",2,0,0,,,"Drinking water","Viral","Home"
1971,9,"North Carolina","Water","Unknown","Suspected","Mobile home/trailer park",38,0,1,,,"Drinking water","Unknown","Recreation"
1971,11,"Oklahoma","Water","Hepatitis A","Confirmed","Community/municipality",50,0,0,,,"Drinking water","Viral","Other"
1971,11,"New York","Water","Unknown","Suspected","Restaurant",750,0,0,,,"Drinking water","Unknown","Food Service"
1971,11,"Alaska","Water","Shigella sonnei","Confirmed","Mobile home/trailer park",89,0,0,,,"Drinking water","Bacterial","Recreation"
1971,11,"Texas","Water","Hepatitis A","Confirmed","Farm/dairy/agricultural setting",3,0,0,,,"Drinking water","Viral","Agricultural"
1971,12,"California","Water","Unknown","Suspected","Hotel/motel",84,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1972,3,"New York","Water","Unknown","Suspected","Restaurant",21,0,0,,,"Drinking water","Unknown","Food Service"
1972,3,"Alaska","Water","Unknown","Suspected","Community/municipality",400,0,0,,,"Drinking water","Unknown","Other"
1972,4,"Indiana","Water","Shigella sonnei","Confirmed","Park - Other/Unspecified",2,0,0,,,"Drinking water","Bacterial","Recreation"
1972,4,"Colorado","Water","Unknown","Suspected","Resort",25,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1972,4,"Colorado","Water","Unknown","Suspected","Camp/cabin",142,0,0,,,"Drinking water","Unknown","Event"
1972,5,"Oregon","Water","Unknown","Suspected","Resort",37,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1972,5,"Ohio","Water","Hepatitis A","Confirmed","Mobile home/trailer park",9,0,0,,,"Drinking water","Viral","Recreation"
1972,5,"Minnesota","Water","Arsenic","Confirmed","Office/indoor workplace",11,0,0,,,"Drinking water","Chemical","Other"
1972,5,"Illinois","Water","Unknown","Suspected","Park - State Park",90,0,0,,,"Drinking water","Unknown","Recreation"
1972,5,"Florida","Water","Unknown","Suspected","Park - State Park",40,0,0,,,"Drinking water","Unknown","Recreation"
1972,5,"Colorado","Water","Giardia duodenalis","Confirmed","Camp/cabin",28,0,0,,,"Drinking water","Parasitic","Event"
1972,5,"Colorado","Water","Giardia duodenalis","Confirmed","Hotel/motel",24,0,0,,,"Drinking water","Parasitic","Hotel/Resort"
1972,5,"California","Water","Unknown","Suspected","Resort",26,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1972,6,"Pennsylvania","Water","Fluoride","Confirmed","School/college/university",150,0,0,,,"Drinking water","Chemical","School"
1972,6,"Washington","Water","Salmonella enterica","Confirmed","Private home/residence",5,0,0,,,"Drinking water","Bacterial","Home"
1972,6,"Maryland","Water","Unknown","Suspected","Camp/cabin",88,0,0,,,"Drinking water","Unknown","Event"
1972,6,"Massachusetts","Water","Unknown","Suspected","Unknown",3,0,0,,,"Drinking water","Unknown","Unknown"
1972,7,"Ohio","Water","Hepatitis A","Confirmed","Unknown",12,0,0,,,"Drinking water","Viral","Unknown"
1972,7,"Pennsylvania","Water","Hepatitis A","Confirmed","Camp/cabin",5,0,0,,,"Drinking water","Viral","Event"
1972,8,"Alabama","Water","Hepatitis A","Confirmed","Community/municipality",9,0,0,,,"Drinking water","Viral","Other"
1972,8,"North Carolina","Water","Unknown","Suspected","Camp/cabin",9,0,0,,,"Drinking water","Unknown","Event"
1972,9,"Tennessee","Water","Unknown","Suspected","School/college/university",19,0,0,,,"Drinking water","Unknown","School"
1972,9,"Washington","Water","Salmonella enterica","Confirmed","Outdoor Area",3,0,0,,,"Other/Environmental water","Bacterial","Recreation"
1972,9,"Utah","Water","Giardia duodenalis","Confirmed","Camp/cabin",60,0,0,,,"Drinking water","Parasitic","Event"
1972,9,"Hawaii","Water","Shigella sonnei","Confirmed","Camp/cabin",61,0,0,,,"Drinking water","Bacterial","Event"
1972,10,"Alabama","Water","Hepatitis A","Confirmed","School/college/university",50,0,0,,,"Drinking water","Viral","School"
1972,11,"Iowa","Water","Shigella sonnei","Confirmed","School/college/university",208,0,0,,,"Drinking water","Bacterial","School"
1972,11,"West Virginia","Water","Unknown","Suspected","Unknown",60,0,0,,,"Drinking water","Unknown","Unknown"
1972,11,"Florida","Water","Oil","Confirmed","Community/municipality",41,0,0,,,"Drinking water","Chemical","Other"
1972,12,"Colorado","Water","Giardia duodenalis","Confirmed","Subdivision/Neighborhood",12,0,0,,,"Drinking water","Parasitic","Other"
1973,2,"Alabama","Water","Hepatitis A","Confirmed","Community/municipality",50,0,0,,,"Drinking water","Viral","Other"
1973,2,"Florida","Water","Salmonella enterica","Confirmed","Camp/cabin",210,0,0,,,"Drinking water","Bacterial","Event"
1973,3,"New Jersey","Water","Unknown","Suspected","Office/indoor workplace",2,0,0,,,"Drinking water","Unknown","Other"
1973,4,"Maryland","Water","Salmonella enterica","Confirmed","Farm/dairy/agricultural setting",2,0,0,,,"Drinking water","Bacterial","Agricultural"
1973,6,"New Jersey","Water","Unknown","Suspected","Camp/cabin",22,0,0,,,"Drinking water","Unknown","Event"
1973,6,"Pennsylvania","Water","Unknown","Suspected","Hotel/motel",38,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1973,6,"Pennsylvania","Water","Unknown","Suspected","Hotel/motel",71,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1973,6,"Arizona","Water","Shigella unknown","Confirmed","Private home/residence",2,0,0,,,"Drinking water","Bacterial","Home"
1973,6,"Virginia","Water","Legionella pneumophila","Confirmed","Factory/industrial facility",12,0,0,,,"Other/Environmental water","Bacterial","Other"
1973,7,"Oregon","Water","Unknown","Suspected","Unknown",29,0,0,,,"Drinking water","Unknown","Unknown"
1973,7,"Alaska","Water","Shigella unknown","Confirmed","Community/municipality",50,0,0,,,"Drinking water","Bacterial","Other"
1973,7,"Arkansas","Water","Unknown","Suspected","Camp/cabin",225,0,0,,,"Drinking water","Unknown","Event"
1973,7,"Colorado","Water","Giardia duodenalis","Confirmed","Hotel/motel",16,0,0,,,"Drinking water","Parasitic","Hotel/Resort"
1973,7,"Ohio","Water","Hepatitis A","Confirmed","Park - Other/Unspecified",35,0,0,,,"Drinking water","Viral","Recreation"
1973,7,"Virginia","Water","Legionella pneumophila","Confirmed","Factory/industrial facility",10,9,0,,,"Other/Environmental water","Bacterial","Other"
1973,8,"Tennessee","Water","Giardia duodenalis","Confirmed","Farm/dairy/agricultural setting",5,0,0,,,"Drinking water","Parasitic","Agricultural"
1973,8,"New Jersey","Water","Unknown","Suspected","Camp/cabin",46,0,0,,,"Drinking water","Unknown","Event"
1973,8,"Pennsylvania","Water","Unknown","Suspected","Restaurant",24,0,0,,,"Drinking water","Unknown","Food Service"
1973,8,"Pennsylvania","Water","Shigella sonnei","Confirmed","Fee-based facility/membership club",181,0,0,,,"Drinking water","Bacterial","Other"
1973,8,"Arkansas","Water","Unknown","Suspected","Unknown",42,0,0,,,"Drinking water","Unknown","Unknown"
1973,8,"Connecticut","Water","Unknown","Suspected","Community/municipality",74,0,0,,,"Drinking water","Unknown","Other"
1973,9,"Pennsylvania","Water","Unknown","Suspected","Religious facility",153,0,0,,,"Drinking water","Unknown","Event"
1973,10,"Florida","Water","Unknown","Suspected","Factory/industrial facility",194,0,0,,,"Drinking water","Unknown","Other"
1973,11,"Vermont","Water","Giardia duodenalis","Confirmed","Community/municipality",32,0,0,,,"Drinking water","Parasitic","Other"
1973,12,"Maryland","Water","Shigella unknown","Confirmed","Hospital",94,0,2,,,"Drinking water","Bacterial","Healthcare"
1973,12,"Vermont","Water","Giardia duodenalis","Confirmed","Community/municipality",20,0,0,,,"Drinking water","Parasitic","Other"
1973,12,"Pennsylvania","Water","Unknown","Suspected","Restaurant",145,0,0,,,"Drinking water","Unknown","Food Service"
1974,1,"Florida","Water","Shigella sonnei","Confirmed","Community/municipality",0,0,0,,,"Drinking water","Bacterial","Other"
1974,1,"New Jersey","Water","Unknown","Suspected","Restaurant",57,0,0,,,"Drinking water","Unknown","Food Service"
1974,2,"Oregon","Water","Oil","Confirmed","Unknown",18,0,0,,,"Drinking water","Chemical","Unknown"
1974,3,"Idaho","Water","Unknown","Suspected","Restaurant",9,0,0,,,"Drinking water","Unknown","Food Service"
1974,4,"North Carolina","Water","Fluoride","Confirmed","School/college/university",213,0,0,,,"Drinking water","Chemical","School"
1974,6,"New Hampshire","Water","Giardia duodenalis","Confirmed","Community/municipality",78,0,0,,,"Drinking water","Parasitic","Other"
1974,6,"Washington","Water","Salmonella enterica","Confirmed","Private home/residence",5,0,0,,,"Drinking water","Bacterial","Home"
1974,6,"Colorado","Water","Giardia duodenalis","Confirmed","Hotel/motel",18,0,0,,,"Drinking water","Parasitic","Hotel/Resort"
1974,7,"Pennsylvania","Water","Unknown","Suspected","Restaurant",72,0,0,,,"Drinking water","Unknown","Food Service"
1974,7,"Alaska","Water","Salmonella unknown","Confirmed","Mobile home/trailer park",34,0,0,,,"Drinking water","Bacterial","Recreation"
1974,7,"Wisconsin","Water","Phenol","Confirmed","Farm/dairy/agricultural setting",17,0,0,,,"Drinking water","Chemical","Agricultural"
1974,7,"Ohio","Water","Shigella unknown","Confirmed","Park - State Park",6,0,0,,,"Drinking water","Bacterial","Recreation"
1974,8,"Colorado","Water","Unknown","Suspected","Resort",85,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1974,8,"Oregon","Water","Unknown","Suspected","Unknown",19,0,0,,,"Drinking water","Unknown","Unknown"
1974,8,"Oregon","Water","Unknown","Suspected","Community/municipality",400,0,0,,,"Drinking water","Unknown","Other"
1974,8,"Pennsylvania","Water","Shigella sonnei","Confirmed","Camp/cabin",600,0,0,,,"Drinking water","Bacterial","Event"
1974,8,"New Hampshire","Water","Unknown","Suspected","Backcountry/wilderness area",7,0,0,,,"Other/Environmental water","Unknown","Other"
1974,9,"California","Water","Unknown","Suspected","Unknown",18,0,0,,,"Other/Environmental water","Unknown","Unknown"
1974,9,"Utah","Water","Giardia duodenalis","Confirmed","Backcountry/wilderness area",34,0,0,,,"Other/Environmental water","Parasitic","Other"
1974,9,"Pennsylvania","Water","Legionella pneumophila","Confirmed","Hotel/motel",11,0,0,,,"Undetermined water","Bacterial","Hotel/Resort"
1974,9,"New York","Water","Chromium","Confirmed","Office/indoor workplace",20,0,0,,,"Drinking water","Chemical","Other"
1974,10,"Pennsylvania","Water","Unknown","Suspected","Restaurant",18,0,0,,,"Drinking water","Unknown","Food Service"
1974,11,"New York","Water","Giardia duodenalis","Confirmed","Community/municipality",0,0,0,,,"Drinking water","Parasitic","Other"
1974,12,"Montana","Water","Unknown","Suspected","Resort",615,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1975,1,"New Jersey","Water","Unknown","Suspected","Restaurant",390,0,0,,,"Drinking water","Unknown","Food Service"
1975,2,"Massachusetts","Water","Hepatitis A","Confirmed","Outdoor Area",17,0,0,,,"Other/Environmental water","Viral","Recreation"
1975,3,"Puerto Rico","Water","Unknown","Suspected","Community/municipality",550,0,0,,,"Drinking water","Unknown","Other"
1975,4,"Indiana","Water","Unknown","Suspected","Community/municipality",0,0,0,,,"Drinking water","Unknown","Other"
1975,4,"New Jersey","Water","Unknown","Suspected","School/college/university",350,0,0,,,"Drinking water","Unknown","School"
1975,5,"California","Water","Unknown","Suspected","Camp/cabin",80,0,0,,,"Drinking water","Unknown","Event"
1975,5,"Ohio","Water","Unknown","Suspected","Hotel/motel",140,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1975,5,"Louisiana","Water","Oil","Confirmed","Factory/industrial facility",26,0,0,,,"Drinking water","Chemical","Other"
1975,6,"Oregon","Water","Escherichia coli, Enterotoxigenic","Confirmed","Park - National Park",0,0,0,,,"Drinking water","Bacterial","Recreation"
1975,6,"California","Water","Unknown","Suspected","Resort",900,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1975,6,"Arkansas","Water","Unknown","Suspected","Camp/cabin",500,0,0,,,"Drinking water","Unknown","Event"
1975,6,"New Jersey","Water","herbicide","Confirmed","Private home/residence",4,0,0,,,"Drinking water","Chemical","Home"
1975,6,"Minnesota","Water","Unknown","Suspected","Camp/cabin",136,0,0,,,"Drinking water","Unknown","Event"
1975,7,"Tennessee","Water","Unknown","Suspected","Camp/cabin",40,0,0,,,"Drinking water","Unknown","Event"
1975,7,"California","Water","Unknown","Suspected","Camp/cabin",19,0,0,,,"Drinking water","Unknown","Event"
1975,7,"Pennsylvania","Water","Unknown","Suspected","Camp/cabin",88,0,0,,,"Drinking water","Unknown","Event"
1975,8,"Kansas","Water","Legionella unknown","Confirmed","Hospital",3,0,3,,,"Undetermined water","Bacterial","Healthcare"
1975,8,"Arkansas","Water","Unknown","Suspected","Hotel/motel",23,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1975,8,"Pennsylvania","Water","Unknown","Suspected","Community/municipality",0,0,0,,,"Drinking water","Unknown","Other"
1975,8,"Pennsylvania","Water","Unknown","Suspected","Restaurant",37,0,0,,,"Drinking water","Unknown","Food Service"
1975,8,"Montana","Water","Shigella sonnei","Confirmed","Camp/cabin",56,0,0,,,"Drinking water","Bacterial","Event"
1975,9,"Louisiana","Water","Copper","Confirmed","School/college/university",30,0,0,,,"Drinking water","Chemical","School"
1975,9,"Idaho","Water","Giardia duodenalis","Confirmed","Unknown",9,0,0,,,"Other/Environmental water","Parasitic","Unknown"
1975,9,"Oregon","Water","Unknown","Suspected","Unknown",7,0,0,,,"Drinking water","Unknown","Unknown"
1975,10,"Pennsylvania","Water","Unknown","Suspected","Hall/Meeting Facility",100,0,0,,,"Drinking water","Unknown","Other"
1975,10,"South Carolina","Water","ethyl acrylate","Confirmed","Community/municipality",7,0,0,,,"Drinking water","Chemical","Other"
1976,2,"Colorado","Water","Giardia duodenalis","Confirmed","Resort",12,0,0,,,"Drinking water","Parasitic","Hotel/Resort"
1976,2,"Vermont","Water","Unknown","Suspected","Hotel/motel",150,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1976,3,"New York","Water","Salmonella unknown","Confirmed","Resort",750,0,0,,,"Drinking water","Bacterial","Hotel/Resort"
1976,3,"Tennessee","Water","Chlordane","Confirmed","Community/municipality",13,0,0,,,"Drinking water","Other","Other"
1976,4,"Oklahoma","Water","Unknown","Suspected","School/college/university",65,0,0,,,"Drinking water","Unknown","School"
1976,4,"Pennsylvania","Water","Unknown","Suspected","Fee-based facility/membership club",30,0,0,,,"Drinking water","Unknown","Other"
1976,4,"Pennsylvania","Water","Unknown","Suspected","Camp/cabin",4,0,0,,,"Drinking water","Unknown","Event"
1976,5,"Pennsylvania","Water","Unknown","Suspected","Fee-based facility/membership club",35,0,0,,,"Drinking water","Unknown","Other"
1976,5,"Washington","Water","Giardia duodenalis","Confirmed","Community/municipality",600,0,0,,,"Drinking water","Parasitic","Other"
1976,5,"California","Water","Unknown","Suspected","Camp/cabin",60,0,0,,,"Drinking water","Unknown","Event"
1976,5,"California","Water","Unknown","Suspected","Resort",46,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1976,5,"Colorado","Water","Unknown","Suspected","Restaurant",10,0,0,,,"Drinking water","Unknown","Food Service"
1976,6,"Pennsylvania","Water","Unknown","Suspected","Camp/cabin",10,0,0,,,"Drinking water","Unknown","Event"
1976,6,"Pennsylvania","Water","Unknown","Suspected","School/college/university",26,0,0,,,"Drinking water","Unknown","School"
1976,6,"Pennsylvania","Water","Unknown","Suspected","Camp/cabin",5,0,0,,,"Drinking water","Unknown","Event"
1976,6,"Idaho","Water","Unknown","Suspected","Camp/cabin",100,0,0,,,"Drinking water","Unknown","Event"
1976,6,"Connecticut","Water","Unknown","Suspected","Fee-based facility/membership club",300,0,0,,,"Drinking water","Unknown","Other"
1976,6,"Colorado","Water","Giardia duodenalis","Confirmed","Camp/cabin",27,0,0,,,"Drinking water","Parasitic","Event"
1976,6,"Pennsylvania","Water","Unknown","Suspected","Camp/cabin",34,0,0,,,"Drinking water","Unknown","Event"
1976,7,"Pennsylvania","Water","Legionella unknown","Confirmed","Hotel/motel",182,145,29,,,"Undetermined water","Bacterial","Hotel/Resort"
1976,7,"Puerto Rico","Water","Shigella sonnei","Confirmed","Community/municipality",0,0,0,,,"Drinking water","Bacterial","Other"
1976,7,"Pennsylvania","Water","Unknown","Suspected","Restaurant",10,0,0,,,"Drinking water","Unknown","Food Service"
1976,7,"Pennsylvania","Water","Unknown","Suspected","Restaurant",150,0,0,,,"Drinking water","Unknown","Food Service"
1976,7,"Pennsylvania","Water","Unknown","Suspected","Restaurant",18,0,0,,,"Drinking water","Unknown","Food Service"
1976,7,"Massachusetts","Water","Unknown","Suspected","Camp/cabin",18,0,0,,,"Drinking water","Unknown","Event"
1976,7,"California","Water","Unknown","Suspected","Other",2,0,0,,,"Other/Environmental water","Unknown","Other"
1976,7,"Arkansas","Water","Unknown","Suspected","Camp/cabin",51,0,0,,,"Drinking water","Unknown","Event"
1976,7,"Arkansas","Water","Salmonella enterica","Confirmed","Mobile home/trailer park",7,0,0,,,"Drinking water","Bacterial","Recreation"
1976,8,"Alaska","Water","Shigella flexneri","Confirmed","Community/municipality",25,0,0,,,"Drinking water","Bacterial","Other"
1976,8,"Pennsylvania","Water","Unknown","Suspected","Restaurant",10,0,0,,,"Drinking water","Unknown","Food Service"
1976,10,"New Jersey","Water","Unknown","Suspected","Restaurant",104,0,0,,,"Drinking water","Unknown","Food Service"
1976,10,"Pennsylvania","Water","Unknown","Suspected","Private home/residence",24,0,0,,,"Drinking water","Unknown","Home"
1976,11,"Connecticut","Water","Legionella pneumophila","Confirmed","Community/municipality",28,19,12,,,"Other/Environmental water","Bacterial","Other"
1976,11,"Florida","Water","Unknown","Suspected","Subdivision/Neighborhood",31,0,0,,,"Drinking water","Unknown","Other"
1976,11,"Pennsylvania","Water","Unknown","Suspected","Restaurant",66,0,0,,,"Drinking water","Unknown","Food Service"
1976,12,"Colorado","Water","Unknown","Suspected","Camp/cabin",110,0,0,,,"Drinking water","Unknown","Event"
1977,1,"Pennsylvania","Water","Gasoline","Confirmed","Private home/residence",10,0,0,,,"Drinking water","Chemical","Home"
1977,1,"Pennsylvania","Water","Unknown","Suspected","Restaurant",73,0,0,,,"Drinking water","Unknown","Food Service"
1977,1,"Pennsylvania","Water","Shigella sonnei","Confirmed","Apartment/Condo",17,0,0,,,"Drinking water","Bacterial","Home"
1977,3,"Vermont","Water","Copper","Confirmed","Restaurant",74,0,0,,,"Drinking water","Chemical","Food Service"
1977,4,"New Hampshire","Water","Giardia duodenalis","Confirmed","Community/municipality",750,0,0,,,"Drinking water","Parasitic","Other"
1977,4,"New Jersey","Water","Unknown","Suspected","Camp/cabin",10,0,0,,,"Drinking water","Unknown","Event"
1977,5,"Pennsylvania","Water","Unknown","Suspected","Restaurant",30,0,0,,,"Drinking water","Unknown","Food Service"
1977,5,"Vermont","Water","Legionella unknown","Confirmed","Community/municipality",69,56,17,,,"Undetermined water","Bacterial","Other"
1977,5,"Texas","Water","Unknown","Suspected","Community/municipality",12,0,0,,,"Drinking water","Unknown","Other"
1977,5,"Pennsylvania","Water","Unknown","Suspected","Restaurant",45,0,0,,,"Drinking water","Unknown","Food Service"
1977,5,"Indiana","Water","Legionella unknown","Confirmed","Hotel/motel",39,35,4,,,"Undetermined water","Bacterial","Hotel/Resort"
1977,5,"Illinois","Water","Unknown","Suspected","Restaurant",154,0,0,,,"Drinking water","Unknown","Food Service"
1977,5,"California","Water","Legionella unknown","Confirmed","Hospital",49,0,15,,,"Undetermined water","Bacterial","Healthcare"
1977,6,"Virginia","Water","Legionella micdadei","Confirmed","Hospital",16,0,2,,,"Drinking water","Bacterial","Healthcare"
1977,6,"Utah","Water","Giardia duodenalis","Confirmed","Resort",7,0,0,,,"Drinking water","Parasitic","Hotel/Resort"
1977,6,"Minnesota","Water","Unknown","Suspected","Resort",13,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1977,7,"Montana","Water","Giardia duodenalis","Confirmed","Hotel/motel",55,0,0,,,"Drinking water","Parasitic","Hotel/Resort"
1977,7,"Montana","Water","Giardia duodenalis","Confirmed","Community/municipality",200,0,0,,,"Drinking water","Parasitic","Other"
1977,7,"Maine","Water","Unknown","Suspected","Camp/cabin",91,0,0,,,"Drinking water","Unknown","Event"
1977,7,"Iowa","Water","Salmonella unknown","Confirmed","Community/municipality",206,0,0,,,"Drinking water","Bacterial","Other"
1977,7,"California","Water","Unknown","Suspected","Camp/cabin",203,0,0,,,"Drinking water","Unknown","Event"
1977,7,"California","Water","Unknown","Suspected","Camp/cabin",63,0,0,,,"Drinking water","Unknown","Event"
1977,7,"Pennsylvania","Water","Unknown","Suspected","Camp/cabin",15,0,0,,,"Drinking water","Unknown","Event"
1977,7,"Pennsylvania","Water","Unknown","Suspected","Camp/cabin",47,0,0,,,"Drinking water","Unknown","Event"
1977,7,"Ohio","Water","Legionella unknown","Confirmed","Community/municipality",64,64,1,,,"Undetermined water","Bacterial","Other"
1977,7,"Wyoming","Water","Unknown","Suspected","Park - National Park",402,0,0,,,"Drinking water","Unknown","Recreation"
1977,7,"Washington","Water","Unknown","Suspected","Backcountry/wilderness area",12,0,0,,,"Other/Environmental water","Unknown","Other"
1977,7,"South Carolina","Water","Hepatitis A","Confirmed","Factory/industrial facility",47,0,0,,,"Drinking water","Viral","Other"
1977,8,"Tennessee","Water","Legionella unknown","Confirmed","Community/municipality",33,0,3,,,"Undetermined water","Bacterial","Other"
1977,8,"Pennsylvania","Water","Unknown","Suspected","Camp/cabin",150,0,0,,,"Drinking water","Unknown","Event"
1977,8,"North Dakota","Water","Unknown","Suspected","Hotel/motel",25,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1977,8,"California","Water","Unknown","Suspected","Camp/cabin",75,0,0,,,"Drinking water","Unknown","Event"
1977,9,"California","Water","Unknown","Suspected","Camp/cabin",12,0,0,,,"Other/Environmental water","Unknown","Event"
1977,10,"Connecticut","Water","Copper","Confirmed","School/college/university",3,0,0,,,"Drinking water","Chemical","School"
1977,10,"Pennsylvania","Water","Unknown","Suspected","Camp/cabin",500,0,0,,,"Drinking water","Unknown","Event"
1977,11,"Michigan","Water","Fluoride","Confirmed","Community/municipality",4,0,0,,,"Drinking water","Chemical","Other"
1977,11,"Pennsylvania","Water","Copper","Confirmed","School/college/university",11,0,0,,,"Drinking water","Chemical","School"
1978,2,"Pennsylvania","Water","Unknown","Suspected","Resort",91,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1978,2,"Montana","Water","Pseudomonas unknown","Confirmed","Hotel/motel",21,0,0,,,"Recreational water -- treated","Bacterial","Hotel/Resort"
1978,3,"Colorado","Water","Giardia duodenalis","Confirmed","Community/municipality",0,0,0,,,"Drinking water","Parasitic","Other"
1978,4,"Pennsylvania","Water","Unknown","Suspected","Camp/cabin",50,0,0,,,"Drinking water","Unknown","Event"
1978,5,"New York","Water","Shigella unknown","Confirmed","School/college/university",23,0,0,,,"Drinking water","Bacterial","School"
1978,5,"Missouri","Water","Unknown","Suspected","Restaurant",750,0,0,,,"Drinking water","Unknown","Food Service"
1978,5,"Oregon","Water","Shigella sonnei","Confirmed","Apartment/Condo",34,0,0,,,"Drinking water","Bacterial","Home"
1978,5,"Washington","Water","Norovirus other","Confirmed","School/college/university",467,0,0,,,"Drinking water","Viral","School"
1978,5,"Vermont","Water","Campylobacter jejuni","Confirmed","Community/municipality",0,0,0,,,"Drinking water","Bacterial","Other"
1978,5,"Pennsylvania","Water","Norovirus other","Confirmed","Camp/cabin",350,0,0,,,"Drinking water","Viral","Event"
1978,6,"Pennsylvania","Water","Shigella sonnei","Confirmed","Camp/cabin",99,0,0,,,"Drinking water","Bacterial","Event"
1978,6,"Colorado","Water","Unknown","Suspected","Community/municipality",350,0,0,,,"Drinking water","Unknown","Other"
1978,7,"Georgia","Water","Legionella pneumophila","Confirmed","Fee-based facility/membership club",8,4,0,,,"Other/Environmental water","Bacterial","Other"
1978,7,"California","Water","","","Unknown",200,0,0,,,"Recreational water -- treated","Unknown","Unknown"
1978,7,"Utah","Water","Giardia duodenalis","Confirmed","Farm/dairy/agricultural setting",18,0,0,,,"Other/Environmental water","Parasitic","Agricultural"
1978,7,"Tennessee","Water","Unknown","Suspected","Subdivision/Neighborhood",5,0,0,,,"Other/Environmental water","Unknown","Other"
1978,7,"Pennsylvania","Water","Norovirus other","Confirmed","Camp/cabin",120,0,0,,,"Drinking water","Viral","Event"
1978,7,"Oregon","Water","Unknown","Suspected","Hotel/motel",174,0,0,,,"Drinking water","Unknown","Hotel/Resort"
1978,7,"New York","Water","Unknown","Suspected","Camp/cabin",55,0,0,,,"Drinking water","Unknown","Event"
1978,7,"Maryland","Water","Shigella flexneri","Confirmed","Mobile home/trailer park",22,0,0,,,"Drinking water","Bacterial","Recreation"
1978,7,"Hawaii","Water","Salmonella enterica","Confirmed","Camp/cabin",11,0,0,,,"Drinking water","Bacterial","Event"
1978,8,"Washington","Water","Giardia duodenalis","Confirmed","Camp/cabin",23,0,0,,,"Drinking water","Parasitic","Event"
1978,8,"Vermont","Water","Avian schistosomes","Confirmed","Unknown",30,0,0,,,"Recreational water -- untreated","Parasitic","Unknown"
1978,8,"Texas","Water","Legionella pneumophila","Confirmed","Hotel/motel",18,0,2,,,"Other/Environmental water","Bacterial","Hotel/Resort"
1978,8,"Tennessee","Water","Legionella pneumophila","Confirmed","Hospital",39,0,7,,,"Other/Environmental water","Bacterial","Healthcare"
1978,8,"Pennsylvania","Water","Unknown","Suspected","Camp/cabin",63,0,0,,,"Drinking water","Unknown","Event"
1978,8,"New York","Water","Legionella pneumophila","Confirmed","Factory/industrial facility",57,0,3,,,"Other/Environmental water","Bacterial","Other"
1978,8,"Maine","Water","Unknown","Suspected","Camp/cabin",70,0,0,,,"Drinking water","Unknown","Event"
1978,9,"South Carolina","Water","Salmonella unknown","Confirmed","Mobile home/trailer park",78,0,0,,,"Drinking water","Bacterial","Recreation"
1978,9,"New York","Water","Unknown","Suspected","Park - State Park",3,0,0,,,"Other/Environmental water","Unknown","Recreation"
1978,9,"New York","Water","Unknown","Suspected","Restaurant",11,0,0,,,"Drinking water","Unknown","Food Service"
