"year","month","state","primary_mode","etiology","etiology_status","setting","illnesses","hospitalizations","deaths","food_contaminated_ingredient","ifsac_category","water_exposure","etiology_category","setting_category"
2019,1,"Virginia","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","Confirmed;Suspected","Long-term care/nursing home/assisted living facility",27,3,0,,,,"Viral","Healthcare"
2019,1,"Virginia","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",39,2,0,,,,"Viral","Healthcare"
2019,1,"Oregon","Person-to-person","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",31,3,0,,,,"Viral","Healthcare"
2019,1,"Oregon","Person-to-person","","","Child daycare/preschool",13,0,0,,,,"Unknown","School"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown;Norovirus Genogroup II","Suspected;Suspected","Long-term care/nursing home/assisted living facility",5,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",19,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",5,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",20,1,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Indeterminate/unknown","","","Long-term care/nursing home/assisted living facility",13,0,0,,,,"Unknown","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",6,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup I","Confirmed","Long-term care/nursing home/assisted living facility",7,1,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Hospital",11,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",11,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",7,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",57,1,2,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",11,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup I","Suspected","Long-term care/nursing home/assisted living facility",15,1,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Indeterminate/unknown","","","Long-term care/nursing home/assisted living facility",14,0,0,,,,"Unknown","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",7,1,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Suspected","Hospital",13,0,0,,,,"Viral","Healthcare"
2019,1,"Tennessee","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",22,0,0,,,,"Viral","Healthcare"
2019,1,"Pennsylvania","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",87,1,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Person-to-person","Norovirus","Suspected","Child daycare/preschool",28,0,0,,,,"Viral","School"
2019,1,"Ohio","Person-to-person","Norovirus Genogroup I","Confirmed","Long-term care/nursing home/assisted living facility",36,1,0,,,,"Viral","Healthcare"
2019,1,"North Carolina","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",34,2,0,,,,"Viral","Healthcare"
2019,1,"Virginia","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",10,0,0,,,,"Viral","Healthcare"
2019,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",7,0,0,,,,"Viral","Healthcare"
2019,1,"Pennsylvania","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",31,0,0,,,,"Viral","Healthcare"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",39,0,0,,,,"Viral","Healthcare"
2019,1,"Minnesota","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",5,0,0,,,,"Viral","Healthcare"
2019,1,"Nebraska","Indeterminate/unknown","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",16,1,0,,,,"Viral","Healthcare"
2019,1,"Texas","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",34,1,0,,,,"Viral","Healthcare"
2019,1,"Wyoming","Person-to-person","Norovirus Genogroup I","Confirmed","Long-term care/nursing home/assisted living facility",71,0,0,,,,"Viral","Healthcare"
2019,1,"Minnesota","Food","Norovirus Genogroup II","Suspected","Restaurant: Sit-down dining",4,0,0,,,,"Viral","Food Service"
2019,1,"Oregon","Person-to-person","","","Child daycare/preschool",12,0,0,,,,"Unknown","School"
2019,1,"Oregon","Person-to-person","Norovirus Genogroup I","Confirmed","Long-term care/nursing home/assisted living facility",15,0,0,,,,"Viral","Healthcare"
2019,1,"Virginia","Person-to-person","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",28,3,1,,,,"Viral","Healthcare"
2019,1,"Michigan","Food","Norovirus","Suspected","Restaurant: Sit-down dining",4,0,0,,"Vegetable Row Crops",,"Viral","Food Service"
2019,1,"Michigan","Person-to-person","Sapovirus","Confirmed","Long-term care/nursing home/assisted living facility",14,0,0,,,,"Viral","Healthcare"
2019,1,"Michigan","Person-to-person","Norovirus","Suspected","Other",4,0,0,,,,"Viral","Other"
2019,1,"Michigan","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",12,0,0,,,,"Viral","Healthcare"
2019,1,"Pennsylvania","Person-to-person","Norovirus Genogroup I","Suspected","Long-term care/nursing home/assisted living facility",8,1,0,,,,"Viral","Healthcare"
2019,1,"Connecticut","Person-to-person","","","Long-term care/nursing home/assisted living facility",27,0,0,,,,"Unknown","Healthcare"
2019,1,"Ohio","Food","Norovirus Genogroup II;Norovirus Genogroup II","Suspected;Suspected","Restaurant: Fast-food (drive up service or pay at counter);Restaurant: Sit-down dining",4,0,0,,,,"Viral","Food Service"
2019,1,"Michigan","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",21,0,0,,,,"Viral","Healthcare"
2019,1,"Michigan","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",19,0,0,,,,"Viral","Healthcare"
2019,1,"Michigan","Person-to-person","Astrovirus;Sapovirus;Norovirus","Suspected;Suspected;Suspected","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Viral","Healthcare"
2019,1,"Michigan","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",7,0,0,,,,"Viral","Healthcare"
2019,1,"Michigan","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","Suspected;Suspected","Long-term care/nursing home/assisted living facility",7,0,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","Confirmed;Suspected","Hospital",11,2,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Person-to-person","Escherichia coli, Enteropathogenic","Suspected","Long-term care/nursing home/assisted living facility",6,0,0,,,,"Bacterial","Healthcare"
2019,1,"Michigan","Person-to-person","Norovirus","Suspected","Other",4,0,0,,,,"Viral","Other"
2019,1,"Michigan","Person-to-person","Astrovirus;Sapovirus;Norovirus","Suspected;Suspected;Suspected","Long-term care/nursing home/assisted living facility",42,0,0,,,,"Viral","Healthcare"
2019,1,"Michigan","Person-to-person","Norovirus Genogroup I","Confirmed","Restaurant",7,0,0,,,,"Viral","Food Service"
2019,1,"Michigan","Person-to-person","Norovirus","Suspected","Hospital",7,0,0,,,,"Viral","Healthcare"
2019,1,"Michigan","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",18,1,0,,,,"Viral","Healthcare"
2019,1,"Michigan","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",11,0,0,,,,"Viral","Healthcare"
2019,1,"Michigan","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",27,0,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Indeterminate/unknown","","","Other",7,0,0,,,,"Unknown","Other"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",17,0,0,,,,"Viral","Healthcare"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",12,0,0,,,,"Viral","Healthcare"
2019,1,"Virginia","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",9,0,0,,,,"Viral","Healthcare"
2019,1,"New Mexico","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",24,0,0,,,,"Viral","Healthcare"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",30,0,0,,,,"Viral","Healthcare"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","School/college/university",45,0,0,,,,"Viral","School"
2019,1,"Virginia","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",69,3,0,,,,"Viral","Healthcare"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","School/college/university",78,0,0,,,,"Viral","School"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","School/college/university",45,0,0,,,,"Viral","School"
2019,1,"South Carolina","Person-to-person","Norovirus unknown","Suspected","Child daycare/preschool",6,0,0,,,,"Viral","School"
2019,1,"South Carolina","Person-to-person","Norovirus unknown","Confirmed","School/college/university",66,0,0,,,,"Viral","School"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Hospital",8,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",10,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","School/college/university",6,0,0,,,,"Viral","School"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",20,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",4,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus Genogroup I","Suspected","Long-term care/nursing home/assisted living facility",12,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",39,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",9,0,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Person-to-person","Norovirus","Suspected","Child daycare/preschool",31,0,0,,,,"Viral","School"
2019,1,"South Carolina","Person-to-person","Norovirus unknown","Suspected","School/college/university",45,0,0,,,,"Viral","School"
2019,1,"Michigan","Person-to-person","Norovirus","Suspected","Hospital",3,3,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Person-to-person","Norovirus","Suspected","School/college/university",20,0,0,,,,"Viral","School"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",20,0,0,,,,"Viral","Healthcare"
2019,1,"Virginia","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",17,0,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Person-to-person","Norovirus Genogroup I;Norovirus Genogroup I","Confirmed;Suspected","Long-term care/nursing home/assisted living facility",48,2,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",14,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",69,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",31,2,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Indeterminate/unknown","","","Long-term care/nursing home/assisted living facility",5,0,0,,,,"Unknown","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",23,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Child daycare/preschool",10,0,0,,,,"Viral","School"
2019,1,"Wisconsin","Indeterminate/unknown","","","School/college/university",8,0,0,,,,"Unknown","School"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",6,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown;Clostridium difficile","Confirmed;Confirmed","Long-term care/nursing home/assisted living facility",30,1,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",42,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",9,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Indeterminate/unknown","","","Long-term care/nursing home/assisted living facility",11,0,0,,,,"Unknown","Healthcare"
2019,1,"Nebraska","Indeterminate/unknown","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",4,0,0,,,,"Viral","Healthcare"
2019,1,"Pennsylvania","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",24,0,0,,,,"Viral","Healthcare"
2019,1,"Pennsylvania","Person-to-person","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",16,0,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Indeterminate/unknown","Norovirus","Suspected","School/college/university",6,0,0,,,,"Viral","School"
2019,1,"Florida","Food","Shigella flexneri","Confirmed","Restaurant: Sit-down dining",3,0,0,"tuna;soy beans;scallops;cucumber;cream cheese;crab, imitation;avocado","Multiple",,"Bacterial","Food Service"
2019,1,"New Mexico","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",19,1,0,,,,"Viral","Healthcare"
2019,1,"Oregon","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",12,3,0,,,,"Viral","Healthcare"
2019,1,"Oregon","Indeterminate/unknown","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",37,0,0,,,,"Viral","Healthcare"
2019,1,"Oregon","Person-to-person","Norovirus Genogroup II","Confirmed","Hospital",13,0,0,,,,"Viral","Healthcare"
2019,1,"Vermont","Person-to-person","Sapovirus Genogroup I","Suspected","Long-term care/nursing home/assisted living facility",5,0,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Food","Norovirus Genogroup I","Suspected","Restaurant: Sit-down dining",8,0,0,,,,"Viral","Food Service"
2019,1,"Virginia","Person-to-person","Norovirus","Suspected","Child daycare/preschool",39,0,0,,,,"Viral","School"
2019,1,"Virginia","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","Suspected;Suspected","Long-term care/nursing home/assisted living facility",57,4,1,,,,"Viral","Healthcare"
2019,1,"South Carolina","Person-to-person","Salmonella enterica;Norovirus unknown","Suspected;Suspected","Child daycare/preschool",5,0,0,,,,"Viral","School"
2019,1,"Pennsylvania","Person-to-person","Norovirus unknown","Suspected","Other healthcare facility",10,0,0,,,,"Viral","Healthcare"
2019,1,"North Carolina","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",13,0,0,,,,"Viral","Healthcare"
2019,1,"North Carolina","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",62,0,0,,,,"Viral","Healthcare"
2019,1,"Minnesota","Food","","","Restaurant: Sit-down dining",4,0,0,,,,"Unknown","Food Service"
2019,1,"Pennsylvania","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",24,0,0,,,,"Viral","Healthcare"
2019,1,"New York","Food","Norovirus Genogroup II;Norovirus Genogroup II","Confirmed;Confirmed","Restaurant: Sit-down dining",11,0,0,,,,"Viral","Food Service"
2019,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",15,2,0,,,,"Viral","Healthcare"
2019,1,"Illinois","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",52,0,0,,,,"Viral","Healthcare"
2019,1,"Iowa","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",68,0,0,,,,"Viral","Healthcare"
2019,1,"Iowa","Person-to-person","Norovirus Genogroup I","Suspected","Long-term care/nursing home/assisted living facility",63,1,0,,,,"Viral","Healthcare"
2019,1,"Tennessee","Person-to-person","Norovirus unknown;Norovirus Genogroup II","Confirmed;Suspected","Long-term care/nursing home/assisted living facility",51,1,0,,,,"Viral","Healthcare"
2019,1,"Tennessee","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","Suspected;Confirmed","Long-term care/nursing home/assisted living facility",32,0,0,,,,"Viral","Healthcare"
2019,1,"Tennessee","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",54,0,0,,,,"Viral","Healthcare"
2019,1,"New York","Person-to-person","Norovirus unknown","Confirmed","Other healthcare facility",6,0,0,,,,"Viral","Healthcare"
2019,1,"Virginia","Person-to-person","Norovirus","Suspected","School/college/university",106,0,0,,,,"Viral","School"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",43,0,2,,,,"Viral","Healthcare"
2019,1,"Pennsylvania","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",11,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Hospital",13,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",13,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus Genogroup I;Norovirus Genogroup I","Confirmed;Confirmed","Long-term care/nursing home/assisted living facility",6,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","School/college/university",14,0,0,,,,"Viral","School"
2019,1,"Massachusetts","Person-to-person","Norovirus Genogroup I","Confirmed","School/college/university",6,2,0,,,,"Viral","School"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",28,0,0,,,,"Viral","Healthcare"
2019,1,"Massachusetts","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",12,0,0,,,,"Viral","Healthcare"
2019,1,"Virginia","Person-to-person","Norovirus Genogroup I","Confirmed","Other",29,0,0,,,,"Viral","Other"
2019,1,"Virginia","Indeterminate/unknown","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Viral","Healthcare"
2019,1,"Pennsylvania","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",78,2,0,,,,"Viral","Healthcare"
2019,1,"Minnesota","Food","Norovirus Genogroup II","Confirmed","Restaurant: Fast-food (drive up service or pay at counter)",9,1,0,,,,"Viral","Food Service"
2019,1,"Illinois","Water","Pseudomonas aeruginosa","Suspected","Hotel/motel",25,0,0,,,"Recreational water -- treated","Bacterial","Hotel/Resort"
2019,1,"Illinois","Water","Unknown","Suspected","Hotel/motel",15,0,0,,,"Recreational water -- treated","Unknown","Hotel/Resort"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",83,8,3,,,,"Viral","Healthcare"
2019,1,"Ohio","Person-to-person","Norovirus Genogroup II","Suspected","Office/indoor workplace",6,0,0,,,,"Viral","Other"
2019,1,"Ohio","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",22,1,0,,,,"Viral","Healthcare"
2019,1,"Montana","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",56,0,0,,,,"Viral","Healthcare"
2019,1,"Virginia","Indeterminate/unknown","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Viral","Healthcare"
2019,1,"Minnesota","Person-to-person","Norovirus Genogroup I","Confirmed","Long-term care/nursing home/assisted living facility",10,0,0,,,,"Viral","Healthcare"
2019,1,"Connecticut","Person-to-person","","","Long-term care/nursing home/assisted living facility",54,1,0,,,,"Unknown","Healthcare"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",73,0,2,,,,"Viral","Healthcare"
2019,1,"Minnesota","Person-to-person","Norovirus","Suspected","School/college/university",10,0,0,,,,"Viral","School"
2019,1,"Ohio","Food","Norovirus","Suspected","Restaurant: Sit-down dining",7,0,0,,,,"Viral","Food Service"
2019,1,"Iowa","Person-to-person","Norovirus unknown","Confirmed","Child daycare/preschool",5,0,0,,,,"Viral","School"
2019,1,"Iowa","Person-to-person","","","Long-term care/nursing home/assisted living facility",7,0,0,,,,"Unknown","Healthcare"
2019,1,"Virginia","Person-to-person","Norovirus","Suspected","School/college/university",22,0,0,,,,"Viral","School"
2019,1,"Virginia","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",35,0,0,,,,"Viral","Healthcare"
2019,1,"New Mexico","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",25,2,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Indeterminate/unknown","Norovirus unknown","Suspected","Hospital",5,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Yersinia unknown;Cryptosporidium unknown;Norovirus unknown","Suspected;Suspected;Confirmed","Long-term care/nursing home/assisted living facility",13,0,1,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",5,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown;Norovirus Genogroup II","Confirmed;Confirmed","Long-term care/nursing home/assisted living facility",9,3,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",21,1,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",25,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","","","School/college/university",146,0,0,,,,"Unknown","School"
2019,1,"Wisconsin","Person-to-person","","","Long-term care/nursing home/assisted living facility",5,0,0,,,,"Unknown","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",35,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",12,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup I","Confirmed","Long-term care/nursing home/assisted living facility",20,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus Genogroup II","Suspected","Long-term care/nursing home/assisted living facility",19,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",26,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",23,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",25,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Indeterminate/unknown","","","Long-term care/nursing home/assisted living facility",6,0,0,,,,"Unknown","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",23,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",8,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Confirmed","Long-term care/nursing home/assisted living facility",46,1,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",6,0,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",33,1,0,,,,"Viral","Healthcare"
2019,1,"Connecticut","Person-to-person","","","Long-term care/nursing home/assisted living facility",10,0,0,,,,"Unknown","Healthcare"
2019,1,"Ohio","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",22,0,0,,,,"Viral","Healthcare"
2019,1,"Wisconsin","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",16,2,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Person-to-person","Norovirus","Suspected","Child daycare/preschool",9,0,0,,,,"Viral","School"
2019,1,"Rhode Island","Person-to-person","Norovirus Genogroup I","Confirmed","Long-term care/nursing home/assisted living facility",30,0,0,,,,"Viral","Healthcare"
2019,1,"Iowa","Person-to-person","Norovirus Genogroup II","Suspected","Restaurant",3,0,0,,,,"Viral","Food Service"
2019,1,"Iowa","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",28,0,0,,,,"Viral","Healthcare"
2019,1,"Texas","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",13,2,0,,,,"Viral","Healthcare"
2019,1,"Iowa","Person-to-person","Norovirus Genogroup II;Norovirus Genogroup II","Suspected;Confirmed","Long-term care/nursing home/assisted living facility",36,0,0,,,,"Viral","Healthcare"
2019,1,"Ohio","Person-to-person","Norovirus Genogroup II","Confirmed","Long-term care/nursing home/assisted living facility",167,0,0,,,,"Viral","Healthcare"
2019,1,"Pennsylvania","Person-to-person","","","Long-term care/nursing home/assisted living facility",27,0,0,,,,"Unknown","Healthcare"
2019,1,"Pennsylvania","Person-to-person","Norovirus","Suspected","Long-term care/nursing home/assisted living facility",34,0,0,,,,"Viral","Healthcare"
2019,1,"Pennsylvania","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",23,0,0,,,,"Viral","Healthcare"
2019,1,"Pennsylvania","Indeterminate/unknown","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",22,0,0,,,,"Viral","Healthcare"
2019,1,"Pennsylvania","Person-to-person","Norovirus unknown","Suspected","Long-term care/nursing home/assisted living facility",33,0,0,,,,"Viral","Healthcare"
2019,1,"New York","Food","","","Restaurant: Sit-down dining",3,0,0,,,,"Unknown","Food Service"
2019,1,"Ohio","Indeterminate/unknown","Norovirus","Suspected","School/college/university",18,0,0,,,,"Viral","School"
